"","Place_ID","unique_id","title","authors","pub_year","journal","study_site","moisture_type_DELETE.","moisture_type_consistent","moisture_units","moisture_open","moisture_forest","measurement_depth_DELETE.","Depth_lowerRange","Depth_upperRange","Average_Depth","Depth_Units","mat_deg_c","map_mm","Lat_degrees","Lat_Minutes","Lat_Seconds","Direction","Lat_Coordinates","Long_degrees","Long_Minutes","Long_Seconds","Direction.1","Long_Coordinates","moisture_open_proportion","moisture_forest_proportion"
"51",51,5,"Effect of vegetation change from forest to herbaceous vegetation cover on soil moisture and temperature regimes and soil water chemistry","Ã–zkan, U.; GÃ¶kbulak, F.",2016,"Catena","Belgrad Forest","Volumetric Soil Moisture","VSWC","%",37.90149786,27.03121671,"40","40",NA,40,"cm",12.3,1129,NA,NA,NA,"N",41.184,NA,NA,NA,"E",28.9885,0.3790149786,0.2703121671
"52",52,5,"Effect of vegetation change from forest to herbaceous vegetation cover on soil moisture and temperature regimes and soil water chemistry","Ã–zkan, U.; GÃ¶kbulak, F.",2016,"Catena","Belgrad Forest","Volumetric Soil Moisture","VSWC","%",47.55813939,27.91454429,"40","40",NA,40,"cm",12.3,1129,NA,NA,NA,"N",41.184,NA,NA,NA,"E",28.9885,0.4755813939,0.2791454429
"53",53,5,"Effect of vegetation change from forest to herbaceous vegetation cover on soil moisture and temperature regimes and soil water chemistry","Ã–zkan, U.; GÃ¶kbulak, F.",2016,"Catena","Belgrad Forest","Volumetric Soil Moisture","VSWC","%",37.05803309,26.93815532,"40","40",NA,40,"cm",12.3,1129,NA,NA,NA,"N",41.184,NA,NA,NA,"E",28.9885,0.3705803309,0.2693815532
"54",54,5,"Effect of vegetation change from forest to herbaceous vegetation cover on soil moisture and temperature regimes and soil water chemistry","Ã–zkan, U.; GÃ¶kbulak, F.",2016,"Catena","Belgrad Forest","Volumetric Soil Moisture","VSWC","%",33.97945868,27.3052329,"40","40",NA,40,"cm",12.3,1129,NA,NA,NA,"N",41.184,NA,NA,NA,"E",28.9885,0.3397945868,0.273052329
"55",55,5,"Effect of vegetation change from forest to herbaceous vegetation cover on soil moisture and temperature regimes and soil water chemistry","Ã–zkan, U.; GÃ¶kbulak, F.",2016,"Catena","Belgrad Forest","Volumetric Soil Moisture","VSWC","%",52.68714116,29.1606628,"40","40",NA,40,"cm",12.3,1129,NA,NA,NA,"N",41.184,NA,NA,NA,"E",28.9885,0.5268714116,0.291606628
"56",56,5,"Effect of vegetation change from forest to herbaceous vegetation cover on soil moisture and temperature regimes and soil water chemistry","Ã–zkan, U.; GÃ¶kbulak, F.",2016,"Catena","Belgrad Forest","Volumetric Soil Moisture","VSWC","%",51.20149708,28.40230403,"40","40",NA,40,"cm",12.3,1129,NA,NA,NA,"N",41.184,NA,NA,NA,"E",28.9885,0.5120149708,0.2840230403
"57",57,5,"Effect of vegetation change from forest to herbaceous vegetation cover on soil moisture and temperature regimes and soil water chemistry","Ã–zkan, U.; GÃ¶kbulak, F.",2016,"Catena","Belgrad Forest","Volumetric Soil Moisture","VSWC","%",49.1334777,27.93393815,"40","40",NA,40,"cm",12.3,1129,NA,NA,NA,"N",41.184,NA,NA,NA,"E",28.9885,0.491334777,0.2793393815
"58",58,5,"Effect of vegetation change from forest to herbaceous vegetation cover on soil moisture and temperature regimes and soil water chemistry","Ã–zkan, U.; GÃ¶kbulak, F.",2016,"Catena","Belgrad Forest","Volumetric Soil Moisture","VSWC","%",36.26064286,26.93220904,"40","40",NA,40,"cm",12.3,1129,NA,NA,NA,"N",41.184,NA,NA,NA,"E",28.9885,0.3626064286,0.2693220904
"59",59,5,"Effect of vegetation change from forest to herbaceous vegetation cover on soil moisture and temperature regimes and soil water chemistry","Ã–zkan, U.; GÃ¶kbulak, F.",2016,"Catena","Belgrad Forest","Volumetric Soil Moisture","VSWC","%",34.9241495,26.93809954,"40","40",NA,40,"cm",12.3,1129,NA,NA,NA,"N",41.184,NA,NA,NA,"E",28.9885,0.349241495,0.2693809954
"60",60,5,"Effect of vegetation change from forest to herbaceous vegetation cover on soil moisture and temperature regimes and soil water chemistry","Ã–zkan, U.; GÃ¶kbulak, F.",2016,"Catena","Belgrad Forest","Volumetric Soil Moisture","VSWC","%",36.20189889,27.87283942,"40","40",NA,40,"cm",12.3,1129,NA,NA,NA,"N",41.184,NA,NA,NA,"E",28.9885,0.3620189889,0.2787283942
"61",61,5,"Effect of vegetation change from forest to herbaceous vegetation cover on soil moisture and temperature regimes and soil water chemistry","Ã–zkan, U.; GÃ¶kbulak, F.",2016,"Catena","Belgrad Forest","Volumetric Soil Moisture","VSWC","%",51.93962073,28.97100613,"40","40",NA,40,"cm",12.3,1129,NA,NA,NA,"N",41.184,NA,NA,NA,"E",28.9885,0.5193962073,0.2897100613
"62",62,5,"Effect of vegetation change from forest to herbaceous vegetation cover on soil moisture and temperature regimes and soil water chemistry","Ã–zkan, U.; GÃ¶kbulak, F.",2016,"Catena","Belgrad Forest","Volumetric Soil Moisture","VSWC","%",43.05225009,27.88263834,"40","40",NA,40,"cm",12.3,1129,NA,NA,NA,"N",41.184,NA,NA,NA,"E",28.9885,0.4305225009,0.2788263834
"63",63,5,"Effect of vegetation change from forest to herbaceous vegetation cover on soil moisture and temperature regimes and soil water chemistry","Ã–zkan, U.; GÃ¶kbulak, F.",2016,"Catena","Belgrad Forest","Volumetric Soil Moisture","VSWC","%",47.78610544,28.03012908,"40","40",NA,40,"cm",12.3,1129,NA,NA,NA,"N",41.184,NA,NA,NA,"E",28.9885,0.4778610544,0.2803012908
"64",64,5,"Effect of vegetation change from forest to herbaceous vegetation cover on soil moisture and temperature regimes and soil water chemistry","Ã–zkan, U.; GÃ¶kbulak, F.",2016,"Catena","Belgrad Forest","Volumetric Soil Moisture","VSWC","%",37.54223416,26.96740068,"40","40",NA,40,"cm",12.3,1129,NA,NA,NA,"N",41.184,NA,NA,NA,"E",28.9885,0.3754223416,0.2696740068
"65",65,5,"Effect of vegetation change from forest to herbaceous vegetation cover on soil moisture and temperature regimes and soil water chemistry","Ã–zkan, U.; GÃ¶kbulak, F.",2016,"Catena","Belgrad Forest","Volumetric Soil Moisture","VSWC","%",41.91961972,27.88338986,"40","40",NA,40,"cm",12.3,1129,NA,NA,NA,"N",41.184,NA,NA,NA,"E",28.9885,0.4191961972,0.2788338986
"66",66,5,"Effect of vegetation change from forest to herbaceous vegetation cover on soil moisture and temperature regimes and soil water chemistry","Ã–zkan, U.; GÃ¶kbulak, F.",2016,"Catena","Belgrad Forest","Volumetric Soil Moisture","VSWC","%",38.39804922,27.78501877,"40","40",NA,40,"cm",12.3,1129,NA,NA,NA,"N",41.184,NA,NA,NA,"E",28.9885,0.3839804922,0.2778501877
"67",67,5,"Effect of vegetation change from forest to herbaceous vegetation cover on soil moisture and temperature regimes and soil water chemistry","Ã–zkan, U.; GÃ¶kbulak, F.",2016,"Catena","Belgrad Forest","Volumetric Soil Moisture","VSWC","%",35.17293842,26.93767664,"40","40",NA,40,"cm",12.3,1129,NA,NA,NA,"N",41.184,NA,NA,NA,"E",28.9885,0.3517293842,0.2693767664
"68",68,5,"Effect of vegetation change from forest to herbaceous vegetation cover on soil moisture and temperature regimes and soil water chemistry","Ã–zkan, U.; GÃ¶kbulak, F.",2016,"Catena","Belgrad Forest","Volumetric Soil Moisture","VSWC","%",43.51695301,27.88788452,"40","40",NA,40,"cm",12.3,1129,NA,NA,NA,"N",41.184,NA,NA,NA,"E",28.9885,0.4351695301,0.2788788452
"69",69,5,"Effect of vegetation change from forest to herbaceous vegetation cover on soil moisture and temperature regimes and soil water chemistry","Ã–zkan, U.; GÃ¶kbulak, F.",2016,"Catena","Belgrad Forest","Volumetric Soil Moisture","VSWC","%",37.61991061,26.93819289,"40","40",NA,40,"cm",12.3,1129,NA,NA,NA,"N",41.184,NA,NA,NA,"E",28.9885,0.3761991061,0.2693819289
"70",70,5,"Effect of vegetation change from forest to herbaceous vegetation cover on soil moisture and temperature regimes and soil water chemistry","Ã–zkan, U.; GÃ¶kbulak, F.",2016,"Catena","Belgrad Forest","Volumetric Soil Moisture","VSWC","%",32.86104492,26.01007185,"40","40",NA,40,"cm",12.3,1129,NA,NA,NA,"N",41.184,NA,NA,NA,"E",28.9885,0.3286104492,0.2601007185
"71",71,5,"Effect of vegetation change from forest to herbaceous vegetation cover on soil moisture and temperature regimes and soil water chemistry","Ã–zkan, U.; GÃ¶kbulak, F.",2016,"Catena","Belgrad Forest","Volumetric Soil Moisture","VSWC","%",30.86094125,25.89842018,"40","40",NA,40,"cm",12.3,1129,NA,NA,NA,"N",41.184,NA,NA,NA,"E",28.9885,0.3086094125,0.2589842018
"72",72,5,"Effect of vegetation change from forest to herbaceous vegetation cover on soil moisture and temperature regimes and soil water chemistry","Ã–zkan, U.; GÃ¶kbulak, F.",2016,"Catena","Belgrad Forest","Volumetric Soil Moisture","VSWC","%",30.73460345,25.89837971,"40","40",NA,40,"cm",12.3,1129,NA,NA,NA,"N",41.184,NA,NA,NA,"E",28.9885,0.3073460345,0.2589837971
"73",73,5,"Effect of vegetation change from forest to herbaceous vegetation cover on soil moisture and temperature regimes and soil water chemistry","Ã–zkan, U.; GÃ¶kbulak, F.",2016,"Catena","Belgrad Forest","Volumetric Soil Moisture","VSWC","%",30.01003059,25.8984179,"40","40",NA,40,"cm",12.3,1129,NA,NA,NA,"N",41.184,NA,NA,NA,"E",28.9885,0.3001003059,0.258984179
"74",74,5,"Effect of vegetation change from forest to herbaceous vegetation cover on soil moisture and temperature regimes and soil water chemistry","Ã–zkan, U.; GÃ¶kbulak, F.",2016,"Catena","Belgrad Forest","Volumetric Soil Moisture","VSWC","%",30.8766023,28.61834074,"40","40",NA,40,"cm",12.3,1129,NA,NA,NA,"N",41.184,NA,NA,NA,"E",28.9885,0.308766023,0.2861834074
"75",75,5,"Effect of vegetation change from forest to herbaceous vegetation cover on soil moisture and temperature regimes and soil water chemistry","Ã–zkan, U.; GÃ¶kbulak, F.",2016,"Catena","Belgrad Forest","Volumetric Soil Moisture","VSWC","%",47.50697961,27.88279935,"40","40",NA,40,"cm",12.3,1129,NA,NA,NA,"N",41.184,NA,NA,NA,"E",28.9885,0.4750697961,0.2788279935
"76",76,5,"Effect of vegetation change from forest to herbaceous vegetation cover on soil moisture and temperature regimes and soil water chemistry","Ã–zkan, U.; GÃ¶kbulak, F.",2016,"Catena","Belgrad Forest","Volumetric Soil Moisture","VSWC","%",36.82928039,26.93537875,"40","40",NA,40,"cm",12.3,1129,NA,NA,NA,"N",41.184,NA,NA,NA,"E",28.9885,0.3682928039,0.2693537875
"77",77,5,"Effect of vegetation change from forest to herbaceous vegetation cover on soil moisture and temperature regimes and soil water chemistry","Ã–zkan, U.; GÃ¶kbulak, F.",2016,"Catena","Belgrad Forest","Volumetric Soil Moisture","VSWC","%",37.48720994,27.88344162,"40","40",NA,40,"cm",12.3,1129,NA,NA,NA,"N",41.184,NA,NA,NA,"E",28.9885,0.3748720994,0.2788344162
"78",78,5,"Effect of vegetation change from forest to herbaceous vegetation cover on soil moisture and temperature regimes and soil water chemistry","Ã–zkan, U.; GÃ¶kbulak, F.",2016,"Catena","Belgrad Forest","Volumetric Soil Moisture","VSWC","%",36.18586224,27.13173537,"40","40",NA,40,"cm",12.3,1129,NA,NA,NA,"N",41.184,NA,NA,NA,"E",28.9885,0.3618586224,0.2713173537
"79",79,5,"Effect of vegetation change from forest to herbaceous vegetation cover on soil moisture and temperature regimes and soil water chemistry","Ã–zkan, U.; GÃ¶kbulak, F.",2016,"Catena","Belgrad Forest","Volumetric Soil Moisture","VSWC","%",45.57030052,29.24913522,"40","40",NA,40,"cm",12.3,1129,NA,NA,NA,"N",41.184,NA,NA,NA,"E",28.9885,0.4557030052,0.2924913522
"80",80,5,"Effect of vegetation change from forest to herbaceous vegetation cover on soil moisture and temperature regimes and soil water chemistry","Ã–zkan, U.; GÃ¶kbulak, F.",2016,"Catena","Belgrad Forest","Volumetric Soil Moisture","VSWC","%",39.35820644,27.01535587,"40","40",NA,40,"cm",12.3,1129,NA,NA,NA,"N",41.184,NA,NA,NA,"E",28.9885,0.3935820644,0.2701535587
"81",81,5,"Effect of vegetation change from forest to herbaceous vegetation cover on soil moisture and temperature regimes and soil water chemistry","Ã–zkan, U.; GÃ¶kbulak, F.",2016,"Catena","Belgrad Forest","Volumetric Soil Moisture","VSWC","%",34.6134672,26.93861887,"40","40",NA,40,"cm",12.3,1129,NA,NA,NA,"N",41.184,NA,NA,NA,"E",28.9885,0.346134672,0.2693861887
"82",82,5,"Effect of vegetation change from forest to herbaceous vegetation cover on soil moisture and temperature regimes and soil water chemistry","Ã–zkan, U.; GÃ¶kbulak, F.",2016,"Catena","Belgrad Forest","Volumetric Soil Moisture","VSWC","%",32.148742,26.93781835,"40","40",NA,40,"cm",12.3,1129,NA,NA,NA,"N",41.184,NA,NA,NA,"E",28.9885,0.32148742,0.2693781835
"83",83,5,"Effect of vegetation change from forest to herbaceous vegetation cover on soil moisture and temperature regimes and soil water chemistry","Ã–zkan, U.; GÃ¶kbulak, F.",2016,"Catena","Belgrad Forest","Volumetric Soil Moisture","VSWC","%",30.86608631,26.99165464,"40","40",NA,40,"cm",12.3,1129,NA,NA,NA,"N",41.184,NA,NA,NA,"E",28.9885,0.3086608631,0.2699165464
"84",84,5,"Effect of vegetation change from forest to herbaceous vegetation cover on soil moisture and temperature regimes and soil water chemistry","Ã–zkan, U.; GÃ¶kbulak, F.",2016,"Catena","Belgrad Forest","Volumetric Soil Moisture","VSWC","%",38.29572581,28.0061539,"40","40",NA,40,"cm",12.3,1129,NA,NA,NA,"N",41.184,NA,NA,NA,"E",28.9885,0.3829572581,0.280061539
"85",85,5,"Effect of vegetation change from forest to herbaceous vegetation cover on soil moisture and temperature regimes and soil water chemistry","Ã–zkan, U.; GÃ¶kbulak, F.",2016,"Catena","Belgrad Forest","Volumetric Soil Moisture","VSWC","%",35.34419203,26.94303201,"40","40",NA,40,"cm",12.3,1129,NA,NA,NA,"N",41.184,NA,NA,NA,"E",28.9885,0.3534419203,0.2694303201
"86",86,5,"Effect of vegetation change from forest to herbaceous vegetation cover on soil moisture and temperature regimes and soil water chemistry","Ã–zkan, U.; GÃ¶kbulak, F.",2016,"Catena","Belgrad Forest","Volumetric Soil Moisture","VSWC","%",32.25469347,26.93244915,"40","40",NA,40,"cm",12.3,1129,NA,NA,NA,"N",41.184,NA,NA,NA,"E",28.9885,0.3225469347,0.2693244915
"87",87,5,"Effect of vegetation change from forest to herbaceous vegetation cover on soil moisture and temperature regimes and soil water chemistry","Ã–zkan, U.; GÃ¶kbulak, F.",2016,"Catena","Belgrad Forest","Volumetric Soil Moisture","VSWC","%",31.07294252,26.98317333,"40","40",NA,40,"cm",12.3,1129,NA,NA,NA,"N",41.184,NA,NA,NA,"E",28.9885,0.3107294252,0.2698317333
"88",88,5,"Effect of vegetation change from forest to herbaceous vegetation cover on soil moisture and temperature regimes and soil water chemistry","Ã–zkan, U.; GÃ¶kbulak, F.",2016,"Catena","Belgrad Forest","Volumetric Soil Moisture","VSWC","%",31.94686639,26.93813307,"40","40",NA,40,"cm",12.3,1129,NA,NA,NA,"N",41.184,NA,NA,NA,"E",28.9885,0.3194686639,0.2693813307
"89",89,5,"Effect of vegetation change from forest to herbaceous vegetation cover on soil moisture and temperature regimes and soil water chemistry","Ã–zkan, U.; GÃ¶kbulak, F.",2016,"Catena","Belgrad Forest","Volumetric Soil Moisture","VSWC","%",30.86070817,26.05375337,"40","40",NA,40,"cm",12.3,1129,NA,NA,NA,"N",41.184,NA,NA,NA,"E",28.9885,0.3086070817,0.2605375337
"90",90,5,"Effect of vegetation change from forest to herbaceous vegetation cover on soil moisture and temperature regimes and soil water chemistry","Ã–zkan, U.; GÃ¶kbulak, F.",2016,"Catena","Belgrad Forest","Volumetric Soil Moisture","VSWC","%",30.01366103,25.89796494,"40","40",NA,40,"cm",12.3,1129,NA,NA,NA,"N",41.184,NA,NA,NA,"E",28.9885,0.3001366103,0.2589796494
"91",91,5,"Effect of vegetation change from forest to herbaceous vegetation cover on soil moisture and temperature regimes and soil water chemistry","Ã–zkan, U.; GÃ¶kbulak, F.",2016,"Catena","Belgrad Forest","Volumetric Soil Moisture","VSWC","%",28.87579369,25.89841313,"40","40",NA,40,"cm",12.3,1129,NA,NA,NA,"N",41.184,NA,NA,NA,"E",28.9885,0.2887579369,0.2589841313
"92",92,5,"Effect of vegetation change from forest to herbaceous vegetation cover on soil moisture and temperature regimes and soil water chemistry","Ã–zkan, U.; GÃ¶kbulak, F.",2016,"Catena","Belgrad Forest","Volumetric Soil Moisture","VSWC","%",28.87594819,25.62232461,"40","40",NA,40,"cm",12.3,1129,NA,NA,NA,"N",41.184,NA,NA,NA,"E",28.9885,0.2887594819,0.2562232461
"93",93,5,"Effect of vegetation change from forest to herbaceous vegetation cover on soil moisture and temperature regimes and soil water chemistry","Ã–zkan, U.; GÃ¶kbulak, F.",2016,"Catena","Belgrad Forest","Volumetric Soil Moisture","VSWC","%",27.93059597,25.00249501,"40","40",NA,40,"cm",12.3,1129,NA,NA,NA,"N",41.184,NA,NA,NA,"E",28.9885,0.2793059597,0.2500249501
"94",94,5,"Effect of vegetation change from forest to herbaceous vegetation cover on soil moisture and temperature regimes and soil water chemistry","Ã–zkan, U.; GÃ¶kbulak, F.",2016,"Catena","Belgrad Forest","Volumetric Soil Moisture","VSWC","%",26.89077525,25.0004642,"40","40",NA,40,"cm",12.3,1129,NA,NA,NA,"N",41.184,NA,NA,NA,"E",28.9885,0.2689077525,0.250004642
"95",95,5,"Effect of vegetation change from forest to herbaceous vegetation cover on soil moisture and temperature regimes and soil water chemistry","Ã–zkan, U.; GÃ¶kbulak, F.",2016,"Catena","Belgrad Forest","Volumetric Soil Moisture","VSWC","%",26.85738616,24.89202936,"40","40",NA,40,"cm",12.3,1129,NA,NA,NA,"N",41.184,NA,NA,NA,"E",28.9885,0.2685738616,0.2489202936
"96",96,5,"Effect of vegetation change from forest to herbaceous vegetation cover on soil moisture and temperature regimes and soil water chemistry","Ã–zkan, U.; GÃ¶kbulak, F.",2016,"Catena","Belgrad Forest","Volumetric Soil Moisture","VSWC","%",25.94568001,23.91618744,"40","40",NA,40,"cm",12.3,1129,NA,NA,NA,"N",41.184,NA,NA,NA,"E",28.9885,0.2594568001,0.2391618744
"97",97,5,"Effect of vegetation change from forest to herbaceous vegetation cover on soil moisture and temperature regimes and soil water chemistry","Ã–zkan, U.; GÃ¶kbulak, F.",2016,"Catena","Belgrad Forest","Volumetric Soil Moisture","VSWC","%",24.92798757,23.9138301,"40","40",NA,40,"cm",12.3,1129,NA,NA,NA,"N",41.184,NA,NA,NA,"E",28.9885,0.2492798757,0.239138301
"98",98,5,"Effect of vegetation change from forest to herbaceous vegetation cover on soil moisture and temperature regimes and soil water chemistry","Ã–zkan, U.; GÃ¶kbulak, F.",2016,"Catena","Belgrad Forest","Volumetric Soil Moisture","VSWC","%",54.07460686,43.99290052,"40","40",NA,40,"cm",12.3,1129,NA,NA,NA,"N",41.184,NA,NA,NA,"E",28.9885,0.5407460686,0.4399290052
"99",99,5,"Effect of vegetation change from forest to herbaceous vegetation cover on soil moisture and temperature regimes and soil water chemistry","Ã–zkan, U.; GÃ¶kbulak, F.",2016,"Catena","Belgrad Forest","Volumetric Soil Moisture","VSWC","%",54.07460685,43.53665923,"40","40",NA,40,"cm",12.3,1129,NA,NA,NA,"N",41.184,NA,NA,NA,"E",28.9885,0.5407460685,0.4353665923
"100",100,5,"Effect of vegetation change from forest to herbaceous vegetation cover on soil moisture and temperature regimes and soil water chemistry","Ã–zkan, U.; GÃ¶kbulak, F.",2016,"Catena","Belgrad Forest","Volumetric Soil Moisture","VSWC","%",55.02442399,35.22236417,"40","40",NA,40,"cm",12.3,1129,NA,NA,NA,"N",41.184,NA,NA,NA,"E",28.9885,0.5502442399,0.3522236417
"101",101,5,"Effect of vegetation change from forest to herbaceous vegetation cover on soil moisture and temperature regimes and soil water chemistry","Ã–zkan, U.; GÃ¶kbulak, F.",2016,"Catena","Belgrad Forest","Volumetric Soil Moisture","VSWC","%",55.08760128,43.83466537,"40","40",NA,40,"cm",12.3,1129,NA,NA,NA,"N",41.184,NA,NA,NA,"E",28.9885,0.5508760128,0.4383466537
"102",102,5,"Effect of vegetation change from forest to herbaceous vegetation cover on soil moisture and temperature regimes and soil water chemistry","Ã–zkan, U.; GÃ¶kbulak, F.",2016,"Catena","Belgrad Forest","Volumetric Soil Moisture","VSWC","%",55.08760128,33.5282305,"40","40",NA,40,"cm",12.3,1129,NA,NA,NA,"N",41.184,NA,NA,NA,"E",28.9885,0.5508760128,0.335282305
"103",103,5,"Effect of vegetation change from forest to herbaceous vegetation cover on soil moisture and temperature regimes and soil water chemistry","Ã–zkan, U.; GÃ¶kbulak, F.",2016,"Catena","Belgrad Forest","Volumetric Soil Moisture","VSWC","%",55.08760128,31.19578089,"40","40",NA,40,"cm",12.3,1129,NA,NA,NA,"N",41.184,NA,NA,NA,"E",28.9885,0.5508760128,0.3119578089
